LotArea,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,HeatingQC,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,WoodDeckSF,MoSold,GarageFinish_RFn,GarageFinish_Unf,MasVnrType_BrkCmn,MasVnrType_BrkFace,MSZoning_FV,MSZoning_RL,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition2_Norm,Condition2_PosN,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2.5Unf,HouseStyle_2Story,RoofStyle_Gable,RoofMatl_CompShg,RoofMatl_WdShngl,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_ImStucc,Exterior2nd_Stucco,Exterior2nd_Wd Shng,Foundation_PConc,Foundation_Slab,Electrical_SBrkr,SaleType_New,SaleCondition_Alloca,SaleCondition_Normal,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_50,MSSubClass_60,MSSubClass_90,AgeAtSale,GarageAgeAtSale,TotalBathrooms,TotalBsmtBathrooms,TotalPorchArea,SalePrice
0.0334198041552735,1.0,0.6666666666666665,0.5,0.1225,0.6666666666666666,0.8,0.75,0.25,1.0,0.1666666666666666,0.0642123287671232,1.0,0.4135593220338983,0.2592313489073097,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.0,0.5,0.0,0.0909090909090909,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0367647058823529,0.0024875621890547,0.7142857142857142,0.3333333333333333,0.059396299902629,208500
0.0387950174110168,1.0,0.5555555555555556,0.875,0.0,0.3333333333333333,0.8,0.75,1.0,0.8333333333333333,0.1666666666666666,0.1215753424657534,1.0,0.0,0.1748304446119065,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6000000000000001,0.5,0.3477246207701283,0.3636363636363636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2279411764705882,0.0154228855721393,0.5714285714285714,0.1666666666666666,0.0,181500
0.0465072799083876,1.0,0.6666666666666665,0.5,0.10125,0.6666666666666666,0.8,0.75,0.5,1.0,0.1666666666666666,0.1857876712328767,1.0,0.4193704600484261,0.2735493594574227,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6000000000000001,0.5,0.0,0.7272727272727273,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0514705882352941,0.0034825870646766,0.7142857142857142,0.3333333333333333,0.0408958130477117,223500
0.0385613124868541,1.0,0.6666666666666665,0.5,0.0,0.3333333333333333,0.6000000000000001,1.0,0.25,0.8333333333333333,0.1666666666666666,0.2311643835616438,0.75,0.3661016949152542,0.2605501130369254,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666666,1.0,0.3333333333333333,0.8,0.75,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6691176470588235,0.0039800995024875,0.2857142857142857,0.3333333333333333,0.2989289191820837,140000
0.0605763163429853,1.0,0.7777777777777777,0.5,0.21875,0.6666666666666666,0.8,0.75,0.75,1.0,0.1666666666666666,0.2097602739726027,1.0,0.5099273607748184,0.3511680482290881,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,0.75,0.2240373395565927,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0588235294117647,0.0039800995024875,0.7142857142857142,0.3333333333333333,0.0817916260954235,250000
0.0598985720629133,1.0,0.4444444444444445,0.5,0.0,0.3333333333333333,0.8,0.75,0.25,1.0,0.1666666666666666,0.0273972602739726,1.0,0.27409200968523,0.1936699321778447,0.125,0.3333333333333333,0.3333333333333333,0.2499999999999999,1.0,0.0,0.0,0.5,0.0466744457409568,0.8181818181818182,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1176470588235294,0.0079601990049751,0.4285714285714285,0.3333333333333333,0.3407984420642648,143000
0.0410572810769122,1.0,0.7777777777777777,0.5,0.11625,0.6666666666666666,1.0,0.75,0.75,1.0,0.1666666666666666,0.1357020547945205,1.0,0.0,0.2562170308967596,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666666,1.0,0.3333333333333333,0.8,0.5,0.2975495915985997,0.6363636363636364,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0220588235294117,0.0014925373134328,0.5714285714285714,0.3333333333333333,0.0555014605647517,307000
0.0424501624249222,1.0,0.6666666666666665,0.625,0.15,0.3333333333333333,0.8,0.75,0.5,0.8333333333333333,0.6666666666666666,0.0924657534246575,1.0,0.4760290556900726,0.3308214016578749,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666666,1.0,0.6666666666666666,0.6000000000000001,0.5,0.2742123687281213,0.9090909090909092,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2647058823529412,0.017910447761194,0.7142857142857142,0.3333333333333333,0.4206426484907498,200000
0.0225291546892893,1.0,0.6666666666666665,0.5,0.0,0.3333333333333333,0.6000000000000001,0.75,0.25,0.1666666666666666,0.1666666666666666,0.4075342465753424,0.75,0.3641646489104116,0.2712886209495102,0.25,0.6666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666666,0.6000000000000001,0.5,0.1050175029171528,0.2727272727272727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5661764705882353,0.0383084577114427,0.5714285714285714,0.0,0.1996105160662122,129900
0.0286054827175208,1.0,0.4444444444444445,0.625,0.0,0.3333333333333333,0.6000000000000001,0.75,0.25,1.0,0.1666666666666666,0.059931506849315,1.0,0.0,0.1399773926149208,0.25,0.6666666666666666,0.3333333333333333,0.2499999999999999,1.0,0.6666666666666666,0.6000000000000001,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5073529411764706,0.0343283582089552,0.2857142857142857,0.3333333333333333,0.0038948393378773,118000
